ano;mês;dia ;hora;velo;dire;prec;Rajada;;;;;;;;;
2009;8;08;3;0,8;301;0;1,8;;;;;;;;;
2009;8;08;4;1,1;288;0;2,2;;;;;;;;;
2009;8;08;5;1,4;289;0;2,9;;;;;;;;;
2009;8;08;6;1,2;289;0;2,9;;;;;;;;;
2009;8;08;7;2,3;290;0;4,5;;;;;;;;;
2009;8;08;8;1,6;303;0;4,3;;;;;;;;;
2009;8;08;9;1,7;38;0;5,6;;;;;;;;;
2009;8;08;10;2,4;15;0;5,1;;;;;;;;;
2009;8;08;11;2,8;341;0;6,1;;;;;;;;;
2009;8;08;12;3,4;20;0;7,1;;;;;;;;;
2009;8;08;13;3,5;40;0;7,5;;;;;;;;;
2009;8;08;14;3,2;41;0;8;;;;;;;;;
2009;8;08;15;2,7;45;0;7,5;;;;;;;;;
2009;8;08;16;3;57;0;7,6;;;;;;;;;
2009;8;08;17;2,6;47;0;7,6;;;;;;;;;
2009;8;08;18;2,1;24;0;6,3;;;;;;;;;
2009;8;08;19;0,7;318;0;4,7;;;;;;;;;
2009;8;08;20;0,7;323;0;1,6;;;;;;;;;
2009;8;08;21;0,4;331;0;1,1;;;;;;;;;
2009;8;08;22;0,7;331;0;1,4;;;;;;;;;
2009;8;08;23;0,7;334;0;1,4;;;;;;;;;
2009;8;09;0;0,9;319;0;1,5;;;;;;;;;
2009;8;09;1;1,2;303;0;2,4;;;;;;;;;
2009;8;09;2;1,4;287;0;3,3;;;;;;;;;
2009;8;09;3;0,9;277;0;2,8;;;;;;;;;
2009;8;09;4;1;280;0;2,7;;;;;;;;;
2009;8;09;5;1;279;0;2,8;;;;;;;;;
2009;8;09;6;1,1;294;0;2,7;;;;;;;;;
2009;8;09;7;1;350;0;2,6;;;;;;;;;
2009;8;09;8;1,3;355;0;3;;;;;;;;;
2009;8;09;9;3,2;20;0;7,4;;;;;;;;;
2009;8;09;10;2,9;24;0;8;;;;;;;;;
2009;8;09;11;3,7;33;0;9,1;;;;;;;;;
2009;8;09;12;3,7;36;0;8,5;;;;;;;;;
2009;8;09;13;3;29;0;7,9;;;;;;;;;
2009;8;09;14;3,9;39;0;8,6;;;;;;;;;
2009;8;09;15;2,9;42;0;8,6;;;;;;;;;
2009;8;09;16;2,7;37;0;7,5;;;;;;;;;
2009;8;09;17;2,3;20;0;6,3;;;;;;;;;
2009;8;09;18;1,2;26;0;4,9;;;;;;;;;
2009;8;09;19;1,7;349;0;5,4;;;;;;;;;
2009;8;09;20;2,4;12;0;4,9;;;;;;;;;
2009;8;09;21;1,8;15;0;4,9;;;;;;;;;
2009;8;09;22;0,9;329;0;5,7;;;;;;;;;
2009;8;09;23;1,9;4;0;5,1;;;;;;;;;
2009;8;10;0;0,6;40;0;4,4;;;;;;;;;
2009;8;10;1;1,1;5;0;1,8;;;;;;;;;
2009;8;10;2;1,5;14;0;2,7;;;;;;;;;
2009;8;10;3;0,7;2;0;2,5;;;;;;;;;
2009;8;10;4;1,4;333;0;2,6;;;;;;;;;
2009;8;10;5;2,5;314;0;4,8;;;;;;;;;
2009;8;10;6;3,2;311;0;6,3;;;;;;;;;
2009;8;10;7;3,6;319;0;7,2;;;;;;;;;
2009;8;10;8;4,2;340;0;7,7;;;;;;;;;
2009;8;10;9;4,1;333;0;9,3;;;;;;;;;
2009;8;10;10;3,5;336;0;8,8;;;;;;;;;
2009;8;10;11;3,3;339;0;7,5;;;;;;;;;
2009;8;10;12;3,1;18;0;7,7;;;;;;;;;
2009;8;10;13;3,7;2;0;6,8;;;;;;;;;
2009;8;10;14;3,1;13;0;7,6;;;;;;;;;
2009;8;10;15;4,3;45;0;9,3;;;;;;;;;
2009;8;10;16;3,1;31;0;8,2;;;;;;;;;
2009;8;10;17;2,6;20;0;8,3;;;;;;;;;
2009;8;10;18;2,9;358;0;7,6;;;;;;;;;
2009;8;10;19;2,3;351;0;7,8;;;;;;;;;
2009;8;10;20;2,9;345;0;8,2;;;;;;;;;
2009;8;10;21;1;348;0;6,5;;;;;;;;;
2009;8;10;22;1,2;345;0;2,8;;;;;;;;;
2009;8;10;23;1,1;302;0;2,4;;;;;;;;;
2009;8;11;0;1,2;292;0;3;;;;;;;;;
2009;8;11;1;2,1;205;0;5,6;;;;;;;;;
2009;8;11;2;1,6;214;0;5,8;;;;;;;;;
2009;8;11;3;2;211;0;5,8;;;;;;;;;
2009;8;11;4;3,1;192;0;8,6;;;;;;;;;
2009;8;11;5;1,6;220;0;8,6;;;;;;;;;
2009;8;11;6;1,9;219;0;6,2;;;;;;;;;
2009;8;11;7;2,1;196;0;6,2;;;;;;;;;
2009;8;11;8;2,4;190;0;6;;;;;;;;;
2009;8;11;9;3;190;0;8,5;;;;;;;;;
2009;8;11;10;3,4;187;0;8,7;;;;;;;;;
2009;8;11;11;4,1;183;0;9,9;;;;;;;;;
2009;8;11;12;2,9;174;0;8,4;;;;;;;;;
2009;8;11;13;3,7;178;0;8,5;;;;;;;;;
2009;8;11;14;3,1;180;0;9;;;;;;;;;
2009;8;11;15;4,3;180;0;10,8;;;;;;;;;
2009;8;11;16;4,1;188;0;10,8;;;;;;;;;
2009;8;11;17;2,8;201;0;11,1;;;;;;;;;
2009;8;11;18;3,1;202;0;8,6;;;;;;;;;
2009;8;11;19;2,1;199;0;7,6;;;;;;;;;
2009;8;11;20;3,1;195;0;10,1;;;;;;;;;
2009;8;11;21;2,5;192;0;10,1;;;;;;;;;
2009;8;11;22;1,4;209;0;6,5;;;;;;;;;
2009;8;11;23;1,6;205;0;5,6;;;;;;;;;
2009;8;12;0;2,4;214;0;7;;;;;;;;;
2009;8;12;1;2,5;199;0;7,5;;;;;;;;;
2009;8;12;2;1,6;217;0;7,1;;;;;;;;;
2009;8;12;3;1,4;212;0,2;6,3;;;;;;;;;
2009;8;12;4;1,5;211;0;5,3;;;;;;;;;
2009;8;12;5;1,8;220;0;4,6;;;;;;;;;
2009;8;12;6;2,9;208;0;6;;;;;;;;;
2009;8;12;7;2,3;222;0;6;;;;;;;;;
2009;8;12;8;2,3;214;0;5,6;;;;;;;;;
2009;8;12;9;2,4;199;0;8;;;;;;;;;
2009;8;12;10;2,9;183;0;7,8;;;;;;;;;
2009;8;12;11;2,9;200;0;7,8;;;;;;;;;
2009;8;12;12;2,9;192;0;7,8;;;;;;;;;
2009;8;12;13;2,9;183;0;8,9;;;;;;;;;
2009;8;12;14;2,7;204;0;7,3;;;;;;;;;
2009;8;12;15;2,8;181;0;7,6;;;;;;;;;
2009;8;12;16;2,2;190;0;6,5;;;;;;;;;
2009;8;12;17;2,2;195;0;6,1;;;;;;;;;
2009;8;12;18;1,9;195;0;5;;;;;;;;;
2009;8;12;19;1,2;222;0;5;;;;;;;;;
2009;8;12;20;1,6;219;0;4,5;;;;;;;;;
2009;8;12;21;1,2;229;0;4,5;;;;;;;;;
2009;8;12;22;2;220;0;4,6;;;;;;;;;
2009;8;12;23;1,3;227;0;4,6;;;;;;;;;
2009;8;13;0;1,6;230;0;4;;;;;;;;;
2009;8;13;1;0,8;317;0;4,2;;;;;;;;;
2009;8;13;2;1,4;215;0;3,3;;;;;;;;;
2009;8;13;3;0,7;278;0,2;4,9;;;;;;;;;
2009;8;13;4;1;308;0;2;;;;;;;;;
2009;8;13;5;0,6;303;0;2,4;;;;;;;;;
2009;8;13;6;0,4;3;0;1,6;;;;;;;;;
2009;8;13;7;0,8;208;0;2,4;;;;;;;;;
2009;8;13;8;1,7;197;1,6;5,4;;;;;;;;;
2009;8;13;9;1,6;206;0,6;5;;;;;;;;;
2009;8;13;10;2,1;176;0;6,1;;;;;;;;;
2009;8;13;11;1,9;159;0;6,2;;;;;;;;;
2009;8;13;12;2,3;146;0;6,8;;;;;;;;;
2009;8;13;13;2,9;133;0;6;;;;;;;;;
2009;8;13;14;3,2;136;0;7,3;;;;;;;;;
2009;8;13;15;2,5;113;0;8,2;;;;;;;;;
2009;8;13;16;1,8;121;0;5,5;;;;;;;;;
2009;8;13;17;1,2;115;0;4,6;;;;;;;;;
2009;8;13;18;1,8;135;0;4,6;;;;;;;;;
2009;8;13;19;1,1;134;0;4,4;;;;;;;;;
2009;8;13;20;0,5;275;0;3,1;;;;;;;;;
2009;8;13;21;0,8;339;0;1,4;;;;;;;;;
2009;8;13;22;0,6;316;0;1,6;;;;;;;;;
2009;8;13;23;0,7;327;0;1,6;;;;;;;;;
2009;8;14;0;0,8;318;0;1,9;;;;;;;;;
2009;8;14;1;0,9;312;0;2;;;;;;;;;
2009;8;14;2;0,7;309;0;1,9;;;;;;;;;
2009;8;14;3;1,2;315;0;2;;;;;;;;;
2009;8;14;4;1,3;308;0;2,7;;;;;;;;;
2009;8;14;5;1,2;307;0;2,9;;;;;;;;;
2009;8;14;6;1,5;310;0;3;;;;;;;;;
2009;8;14;7;1,8;285;0;3,6;;;;;;;;;
2009;8;14;8;1,6;179;0;4,1;;;;;;;;;
2009;8;14;9;1,6;141;0;4,9;;;;;;;;;
2009;8;14;10;1,6;105;0;5,2;;;;;;;;;
2009;8;14;11;2,2;109;0;4,1;;;;;;;;;
2009;8;14;12;2,6;115;0;5,2;;;;;;;;;
2009;8;14;13;2,5;116;0;6,2;;;;;;;;;
2009;8;14;14;1,5;106;0;5,3;;;;;;;;;
2009;8;14;15;1,4;104;0;3,3;;;;;;;;;
2009;8;14;16;0,7;121;0;2,5;;;;;;;;;
2009;8;14;17;1,3;302;0;3,1;;;;;;;;;
2009;8;14;18;1,1;300;0;2,6;;;;;;;;;
2009;8;14;19;1,1;302;0;2,7;;;;;;;;;
2009;8;14;20;1;277;0;2,7;;;;;;;;;
2009;8;14;21;0,8;308;0;2,3;;;;;;;;;
2009;8;14;22;0,9;298;0;1,7;;;;;;;;;
2009;8;14;23;1;312;0;1,9;;;;;;;;;
2009;8;15;0;0,9;328;0;2;;;;;;;;;
2009;8;15;1;0,9;318;0;2,1;;;;;;;;;
2009;8;15;2;0,9;330;0;1,7;;;;;;;;;
2009;8;15;3;0,8;327;0;2;;;;;;;;;
2009;8;15;4;0,5;345;0;1,8;;;;;;;;;
2009;8;15;5;0,6;326;0;2,2;;;;;;;;;
2009;8;15;6;1,4;338;0;2,6;;;;;;;;;
2009;8;15;7;1,2;335;0;2,6;;;;;;;;;
2009;8;15;8;0,7;110;0;2,3;;;;;;;;;
2009;8;15;9;1,9;108;0;4;;;;;;;;;
2009;8;15;10;2,4;119;0;5;;;;;;;;;
2009;8;15;11;2,6;123;0;5,7;;;;;;;;;
2009;8;15;12;2,7;115;0;5,8;;;;;;;;;
2009;8;15;13;3;97;0;7,5;;;;;;;;;
2009;8;15;14;1,7;81;0;7,5;;;;;;;;;
2009;8;15;15;1,4;90;0;3,5;;;;;;;;;
2009;8;15;16;1,7;87;0;4,1;;;;;;;;;
2009;8;15;17;1,2;107;0;3,2;;;;;;;;;
2009;8;15;18;0,1;31;0;2,4;;;;;;;;;
2009;8;15;19;0,4;304;0;0,9;;;;;;;;;
2009;8;15;20;1,5;236;2;3,8;;;;;;;;;
2009;8;15;21;2,1;301;5,8;4,6;;;;;;;;;
2009;8;15;22;1;314;0;3,7;;;;;;;;;
2009;8;15;23;1,8;288;0,4;4,2;;;;;;;;;
2009;8;16;0;0,8;311;0,2;4,2;;;;;;;;;
2009;8;16;1;1;272;1;3,5;;;;;;;;;
2009;8;16;2;1;306;0,2;3,8;;;;;;;;;
2009;8;16;3;1,1;286;1,6;3,4;;;;;;;;;
2009;8;16;4;1,1;292;0;3,6;;;;;;;;;
2009;8;16;5;0,9;340;0;2,1;;;;;;;;;
2009;8;16;6;1,2;316;0;2;;;;;;;;;
2009;8;16;7;1,3;297;0;2,6;;;;;;;;;
2009;8;16;8;1,8;297;0;3,9;;;;;;;;;
2009;8;16;9;1,7;313;0,2;5;;;;;;;;;
2009;8;16;10;2,6;12;0;6,3;;;;;;;;;
2009;8;16;11;3,5;72;0;7,3;;;;;;;;;
2009;8;16;12;3,4;49;0;8,4;;;;;;;;;
2009;8;16;13;3,6;65;0;7,3;;;;;;;;;
2009;8;16;14;3,2;51;0;8;;;;;;;;;
2009;8;16;15;3;51;0;7,5;;;;;;;;;
2009;8;16;16;2,5;46;0;6,5;;;;;;;;;
2009;8;16;17;1,3;29;0;6;;;;;;;;;
2009;8;16;18;0,8;306;0;4;;;;;;;;;
2009;8;16;19;0,9;323;0;1,5;;;;;;;;;
2009;8;16;20;0,9;291;0;1,5;;;;;;;;;
2009;8;16;21;1,5;326;3,2;5,1;;;;;;;;;
2009;8;16;22;1,7;343;1,4;2,8;;;;;;;;;
2009;8;16;23;0,7;330;0,8;4,3;;;;;;;;;
2009;8;17;0;0,7;5;0;1,9;;;;;;;;;
2009;8;17;1;0,7;312;0;2;;;;;;;;;
2009;8;17;2;1,1;321;0;2,7;;;;;;;;;
2009;8;17;3;0,7;38;2,2;2,9;;;;;;;;;
2009;8;17;4;0,9;344;0,2;1,6;;;;;;;;;
2009;8;17;5;0,7;72;0;2,2;;;;;;;;;
2009;8;17;6;0,4;311;0,4;2,5;;;;;;;;;
2009;8;17;7;1,8;291;0;3,4;;;;;;;;;
2009;8;17;8;1,5;278;0;3,7;;;;;;;;;
2009;8;17;9;1,2;349;0;3,9;;;;;;;;;
2009;8;17;10;2,5;51;0;4,5;;;;;;;;;
2009;8;17;11;3,1;32;0;6,1;;;;;;;;;
2009;8;17;12;3,4;47;0;7,2;;;;;;;;;
2009;8;17;13;3,3;15;0;7,4;;;;;;;;;
2009;8;17;14;3;15;0;7;;;;;;;;;
2009;8;17;15;1,7;352;0;7,5;;;;;;;;;
2009;8;17;16;0,6;308;0;3,7;;;;;;;;;
2009;8;17;17;1;299;0;3,2;;;;;;;;;
2009;8;17;18;2,2;23;0;4,7;;;;;;;;;
2009;8;17;19;1,2;358;0;4,7;;;;;;;;;
2009;8;17;20;0,6;3;0;3,4;;;;;;;;;
2009;8;17;21;0,6;3;0;1,6;;;;;;;;;
2009;8;17;22;0,7;323;0;1,5;;;;;;;;;
2009;8;17;23;0,8;310;0;1,8;;;;;;;;;
2009;8;18;0;0,7;50;0;2,7;;;;;;;;;
2009;8;18;1;1,1;15;0;4,1;;;;;;;;;
2009;8;18;2;2;13;0;4,5;;;;;;;;;
2009;8;18;3;1,1;331;0;4,9;;;;;;;;;
2009;8;18;4;1,2;330;0;2,6;;;;;;;;;
2009;8;18;5;0,6;349;0;3,4;;;;;;;;;
2009;8;18;6;1,5;23;0;2,7;;;;;;;;;
2009;8;18;7;1,8;14;0;5,7;;;;;;;;;
2009;8;18;8;2,6;339;0;4,7;;;;;;;;;
2009;8;18;9;3,3;11;0;7;;;;;;;;;
2009;8;18;10;3,6;5;0;8,2;;;;;;;;;
2009;8;18;11;3,2;9;0;8,2;;;;;;;;;
2009;8;18;12;3,6;24;0;8;;;;;;;;;
2009;8;18;13;3,5;38;0;9;;;;;;;;;
2009;8;18;14;3,8;33;0;8,6;;;;;;;;;
2009;8;18;15;3,6;45;0;9,1;;;;;;;;;
2009;8;18;16;3,5;42;0;9,2;;;;;;;;;
2009;8;18;17;3;31;0;8,4;;;;;;;;;
2009;8;18;18;1,4;345;0;7,7;;;;;;;;;
2009;8;18;19;2,1;356;0;4,8;;;;;;;;;
2009;8;18;20;2;353;0;4,8;;;;;;;;;
2009;8;18;21;3,2;355;0;6,9;;;;;;;;;
2009;8;18;22;3;6;0;6,8;;;;;;;;;
2009;8;18;23;1,6;326;0;6,9;;;;;;;;;
2009;8;19;0;1,1;2;0;4,4;;;;;;;;;
2009;8;19;1;1,7;356;0;4,6;;;;;;;;;
2009;8;19;2;2,5;330;0;6,2;;;;;;;;;
2009;8;19;3;3,4;341;0;8;;;;;;;;;
2009;8;19;4;3,4;324;0;7,9;;;;;;;;;
2009;8;19;5;3,3;328;0;7,6;;;;;;;;;
2009;8;19;6;3,1;336;0;7,7;;;;;;;;;
2009;8;19;7;3,5;331;0;9;;;;;;;;;
2009;8;19;8;3,4;338;0;8,8;;;;;;;;;
2009;8;19;9;3,3;334;0;8,3;;;;;;;;;
2009;8;19;10;3,4;347;0;7,3;;;;;;;;;
2009;8;19;11;3,3;17;0;8,2;;;;;;;;;
2009;8;19;12;3,2;9;0;7,4;;;;;;;;;
2009;8;19;13;3,6;26;0;7,7;;;;;;;;;
2009;8;19;14;3,7;48;0;8,8;;;;;;;;;
2009;8;19;15;3,3;40;0;8,4;;;;;;;;;
2009;8;19;16;3,8;27;0;9,8;;;;;;;;;
2009;8;19;17;2;326;0;8,4;;;;;;;;;
2009;8;19;18;2,2;8;0;6,7;;;;;;;;;
2009;8;19;19;3,3;7;0;8,6;;;;;;;;;
2009;8;19;20;3,5;359;0;9,3;;;;;;;;;
2009;8;19;21;3;7;0;7,8;;;;;;;;;
2009;8;19;22;2,7;4;0;9,5;;;;;;;;;
2009;8;19;23;1,3;333;0;5,3;;;;;;;;;
2009;8;20;0;1,8;337;0;5,1;;;;;;;;;
2009;8;20;1;1,4;338;0;5,1;;;;;;;;;
2009;8;20;2;1,3;351;0;3,5;;;;;;;;;
2009;8;20;3;1,8;21;0;4,5;;;;;;;;;
2009;8;20;4;2,3;20;0;4,5;;;;;;;;;
2009;8;20;5;0,4;279;0;3,8;;;;;;;;;
2009;8;20;6;0,3;37;0;1,6;;;;;;;;;
2009;8;20;7;2,4;29;0;4,3;;;;;;;;;
2009;8;20;8;1,9;336;0;4,2;;;;;;;;;
2009;8;20;9;2;22;0;4,5;;;;;;;;;
2009;8;20;10;2,5;33;0;5,5;;;;;;;;;
2009;8;20;11;2,2;360;0;4,9;;;;;;;;;
2009;8;20;12;2,8;61;0;6,7;;;;;;;;;
2009;8;20;13;3,3;60;0;7,8;;;;;;;;;
2009;8;20;14;4;41;0;7,7;;;;;;;;;
2009;8;20;15;3,2;54;0;7,7;;;;;;;;;
2009;8;20;16;2;64;0;7,2;;;;;;;;;
2009;8;20;17;1,8;86;0;4,5;;;;;;;;;
2009;8;20;18;1,3;123;0;3,2;;;;;;;;;
2009;8;20;19;2,1;23;0;4,6;;;;;;;;;
2009;8;20;20;3,4;15;0;7,8;;;;;;;;;
2009;8;20;21;2,4;353;0;7;;;;;;;;;
2009;8;20;22;1,3;337;0;5,9;;;;;;;;;
2009;8;20;23;2,9;21;0;6,1;;;;;;;;;
2009;8;21;0;2,3;11;0;6,3;;;;;;;;;
2009;8;21;1;2,8;27;0;5,3;;;;;;;;;
2009;8;21;2;3,4;12;0;7,4;;;;;;;;;
2009;8;21;3;2,4;12;0;7,1;;;;;;;;;
2009;8;21;4;2,9;37;0;7,2;;;;;;;;;
2009;8;21;5;2,6;29;0;5,5;;;;;;;;;
2009;8;21;6;2,2;26;0;7,2;;;;;;;;;
2009;8;21;7;0,8;216;0;6,5;;;;;;;;;
2009;8;21;8;1,9;149;0;5,1;;;;;;;;;
2009;8;21;9;2,6;138;0;7,3;;;;;;;;;
2009;8;21;10;2,9;108;0;5,9;;;;;;;;;
2009;8;21;11;2,6;106;0;5,6;;;;;;;;;
2009;8;21;12;2,2;116;0;6,1;;;;;;;;;
2009;8;21;13;1,7;114;0;5,7;;;;;;;;;
2009;8;21;14;3,1;190;11,8;8,1;;;;;;;;;
2009;8;21;15;3,5;176;7,2;9,5;;;;;;;;;
2009;8;21;16;3,6;179;0,6;10,9;;;;;;;;;
2009;8;21;17;3,5;183;0;11,4;;;;;;;;;
2009;8;21;18;3,3;190;0;10,4;;;;;;;;;
2009;8;21;19;2,9;195;0;10,2;;;;;;;;;
2009;8;21;20;2,6;190;0,2;8,5;;;;;;;;;
2009;8;21;21;3,5;193;0;11,9;;;;;;;;;
2009;8;21;22;4,4;196;0;12,3;;;;;;;;;
2009;8;21;23;3,2;194;0;10,9;;;;;;;;;
2009;8;22;0;2,3;200;0;9,7;;;;;;;;;
2009;8;22;1;4;192;0;11,7;;;;;;;;;
2009;8;22;2;2,5;211;0;11,7;;;;;;;;;
2009;8;22;3;2,7;201;0;9,1;;;;;;;;;
2009;8;22;4;2,7;196;0;7,7;;;;;;;;;
2009;8;22;5;2;221;0;9,1;;;;;;;;;
2009;8;22;6;2,1;210;0;6,7;;;;;;;;;
2009;8;22;7;2,3;221;0;8,2;;;;;;;;;
2009;8;22;8;3;196;0;7,4;;;;;;;;;
2009;8;22;9;1,8;209;0;6,3;;;;;;;;;
2009;8;22;10;2,2;185;0;6,9;;;;;;;;;
2009;8;22;11;2,4;184;0;7,6;;;;;;;;;
2009;8;22;12;2,1;182;0;6,4;;;;;;;;;
2009;8;22;13;2,8;182;0;7;;;;;;;;;
2009;8;22;14;2,1;211;0;6,3;;;;;;;;;
2009;8;22;15;1,8;200;0;6,8;;;;;;;;;
2009;8;22;16;1,1;216;0;4,1;;;;;;;;;
2009;8;22;17;1;189;0;4,1;;;;;;;;;
2009;8;22;18;1,8;183;0;5;;;;;;;;;
2009;8;22;19;1,4;217;0;5;;;;;;;;;
2009;8;22;20;1,5;224;0;3,8;;;;;;;;;
2009;8;22;21;1,2;202;0;4,7;;;;;;;;;
2009;8;22;22;1,3;205;0;4,5;;;;;;;;;
2009;8;22;23;0,4;360;0;3,2;;;;;;;;;
2009;8;23;0;1,5;277;0;4,3;;;;;;;;;
2009;8;23;1;1,1;263;0;4,3;;;;;;;;;
2009;8;23;2;1;334;0;2;;;;;;;;;
2009;8;23;3;0,7;342;0;2,6;;;;;;;;;
2009;8;23;4;0,3;32;0;1,1;;;;;;;;;
2009;8;23;5;1;194;0;2,8;;;;;;;;;
2009;8;23;6;0,9;192;0;2,6;;;;;;;;;
2009;8;23;7;0,6;224;0;2,6;;;;;;;;;
2009;8;23;8;1,3;37;0,2;3,1;;;;;;;;;
2009;8;23;9;1,5;306;0;3;;;;;;;;;
2009;8;23;10;1,3;296;0;3;;;;;;;;;
2009;8;23;11;1,1;274;0;2,3;;;;;;;;;
2009;8;23;12;0,9;69;0;3,4;;;;;;;;;
2009;8;23;13;0,9;253;0;2,4;;;;;;;;;
2009;8;23;14;1,3;327;0;3,1;;;;;;;;;
2009;8;23;15;1,2;312;0,4;3;;;;;;;;;
2009;8;23;16;0,8;4;0;2,5;;;;;;;;;
2009;8;23;17;0,5;306;0;1,7;;;;;;;;;
2009;8;23;18;1,1;292;0;2,3;;;;;;;;;
2009;8;23;19;1;310;0;2,6;;;;;;;;;
2009;8;23;20;0,4;262;0;1,9;;;;;;;;;
2009;8;23;21;0,4;22;0;1,3;;;;;;;;;
2009;8;23;22;0,6;337;0,2;1,1;;;;;;;;;
2009;8;23;23;0,8;310;0;1,9;;;;;;;;;
2009;8;24;0;0,5;292;0,2;1,6;;;;;;;;;
2009;8;24;1;0,6;320;0;1,5;;;;;;;;;
2009;8;24;2;1;307;0;2,2;;;;;;;;;
2009;8;24;3;1,2;318;0;2,5;;;;;;;;;
2009;8;24;4;1,4;311;0;2,8;;;;;;;;;
2009;8;24;5;1,3;319;0;3,2;;;;;;;;;
2009;8;24;6;1;301;0;3,5;;;;;;;;;
2009;8;24;7;1,1;312;0;2,6;;;;;;;;;
2009;8;24;8;1,5;304;0;3,5;;;;;;;;;
2009;8;24;9;1,7;307;0;4,1;;;;;;;;;
2009;8;24;10;2,5;18;0;4,8;;;;;;;;;
2009;8;24;11;2,5;14;0;5,2;;;;;;;;;
2009;8;24;12;3,5;42;0;7,7;;;;;;;;;
2009;8;24;13;3,5;50;0;10,1;;;;;;;;;
2009;8;24;14;3,7;41;0;8,2;;;;;;;;;
2009;8;24;15;2,9;30;0;8,5;;;;;;;;;
2009;8;24;16;2;39;0;7,4;;;;;;;;;
2009;8;24;17;1,1;4;0;4,3;;;;;;;;;
2009;8;24;18;1,3;354;0;4;;;;;;;;;
2009;8;24;19;1,2;359;0;3,7;;;;;;;;;
2009;8;24;20;0,5;132;0;2,4;;;;;;;;;
2009;8;24;21;1,2;4;0;2,4;;;;;;;;;
2009;8;24;22;0,6;340;0;2,7;;;;;;;;;
2009;8;24;23;0,8;323;0;1,3;;;;;;;;;
2009;8;25;0;0,9;290;0;1,7;;;;;;;;;
2009;8;25;1;0,8;314;0;3,3;;;;;;;;;
2009;8;25;2;0,7;257;0;1,4;;;;;;;;;
2009;8;25;3;0,8;283;0;1,6;;;;;;;;;
2009;8;25;4;0,8;348;0;1,6;;;;;;;;;
2009;8;25;5;0,6;328;0;1,6;;;;;;;;;
2009;8;25;6;0,8;360;0;2,1;;;;;;;;;
2009;8;25;7;0,7;339;0;2,1;;;;;;;;;
2009;8;25;8;0,7;21;0;2,7;;;;;;;;;
2009;8;25;9;1,5;60;0;3,8;;;;;;;;;
2009;8;25;10;2,7;26;0;6;;;;;;;;;
2009;8;25;11;1,8;331;0;5,2;;;;;;;;;
2009;8;25;12;2,1;160;0;5,5;;;;;;;;;
2009;8;25;13;2,4;161;0;7;;;;;;;;;
2009;8;25;14;2,5;172;0,4;7,2;;;;;;;;;
2009;8;25;15;2,6;175;1,4;7,3;;;;;;;;;
2009;8;25;16;3,3;179;2;8,5;;;;;;;;;
2009;8;25;17;3,1;190;0,2;9,4;;;;;;;;;
2009;8;25;18;2,5;192;2,4;6,9;;;;;;;;;
2009;8;25;19;2,2;201;0,2;6,4;;;;;;;;;
2009;8;25;20;1,7;179;0;7,6;;;;;;;;;
2009;8;25;21;1,5;209;0;5,5;;;;;;;;;
2009;8;25;22;2,1;223;0,2;5,9;;;;;;;;;
2009;8;25;23;2,1;222;0,4;5,9;;;;;;;;;
2009;8;26;0;2,1;220;0,2;5,4;;;;;;;;;
2009;8;26;1;2;212;0,2;6,4;;;;;;;;;
2009;8;26;2;1,6;208;0,2;7,3;;;;;;;;;
2009;8;26;3;1,8;229;0,2;5,3;;;;;;;;;
2009;8;26;4;1,2;213;0,4;5,9;;;;;;;;;
2009;8;26;5;1,5;206;0,4;4,7;;;;;;;;;
2009;8;26;6;1,4;179;0,4;4,7;;;;;;;;;
2009;8;26;7;2,1;194;6;6;;;;;;;;;
2009;8;26;8;1,7;191;1;5,5;;;;;;;;;
2009;8;26;9;2,4;178;4,4;7,8;;;;;;;;;
2009;8;26;10;1,6;173;2;6,2;;;;;;;;;
2009;8;26;11;1,8;184;3,8;6,6;;;;;;;;;
2009;8;26;12;2,2;178;7,8;6,4;;;;;;;;;
2009;8;26;13;2,9;193;2;6,9;;;;;;;;;
2009;8;26;14;1,6;175;0,8;6,9;;;;;;;;;
2009;8;26;15;2,7;205;2,6;6,9;;;;;;;;;
2009;8;26;16;2;190;0,4;6,9;;;;;;;;;
2009;8;26;17;3;191;0;7,5;;;;;;;;;
2009;8;26;18;2,7;192;0,6;7,8;;;;;;;;;
2009;8;26;19;2,5;196;0,8;9,1;;;;;;;;;
2009;8;26;20;2,2;197;0;6,1;;;;;;;;;
2009;8;26;21;3,3;188;0;7,3;;;;;;;;;
2009;8;26;22;2,5;191;0,2;7,3;;;;;;;;;
2009;8;26;23;2;202;0,2;6,1;;;;;;;;;
2009;8;27;0;1,6;215;0;5,8;;;;;;;;;
2009;8;27;1;1,5;220;0;5;;;;;;;;;
2009;8;27;2;2;212;0;5,6;;;;;;;;;
2009;8;27;3;2;214;0;8,2;;;;;;;;;
2009;8;27;4;2;206;0;5,7;;;;;;;;;
2009;8;27;5;1,7;191;0;4,6;;;;;;;;;
2009;8;27;6;1,1;177;0,2;5,5;;;;;;;;;
2009;8;27;7;1,3;217;0,4;4,6;;;;;;;;;
2009;8;27;8;1,9;216;0,2;5,4;;;;;;;;;
2009;8;27;9;2,4;202;0;5,9;;;;;;;;;
2009;8;27;10;2,6;200;0;7;;;;;;;;;
2009;8;27;11;1,6;177;0;6;;;;;;;;;
2009;8;27;12;1,9;198;0,2;4,7;;;;;;;;;
2009;8;27;13;0,9;195;2,6;4,4;;;;;;;;;
2009;8;27;14;1,6;199;0,4;5,7;;;;;;;;;
